Review_name,Review_Content
Great Disney dark ride,It is still a great classic ride even with the addition of the Jack Sparrow character added at the last renovation.... waiting later towards closing the line is always little to no wait....
Classic Ride that the whole family loved.,"This was our overall favorite ride at MK. We used a Fastpass on it. The Queuing area is fun and pirate themed. The ride itself is a 9 minute dark boat ride through the world of Pirates of the Caribbean. Once you board the boats you sail through a series of scenes. There is one small drop in the dark, it is not very big or scary at all though. Definitely a classic and worth doing. We recommend."
Safe fir the little ones,"My kids were afraid of pirates because of skeletons but they love the ride.
the love the big black drop on the boat.
it appears they are going to remove the lady in red wrench soon.
Capt Jake looks great!"
yo ho ho and a bottle of rum!,"My mom and I went on this ride, and it is such a wonderful experience. You go on boats and are taken back to the age of pirates. I love the different scenes that you see through out the ride like the sacking of a colonial caribbean town, people chasing or being chased by the pirates, and everything pirate you can imagine on the ride. Further, it is cool in there which is nice from having to stand in line or walk in a hot Florida sun."
Boring river ride with a long wait,"I suppose that kids like this ride, but any thrill seekers or adventure lovers will not. Definitely not worth waiting an hour to sit on a boat and watch robots sing at you for less than five minutes."
Iconic Attraction,"One of the iconic attractions, worth the wait but suggest a fast pass. Great fun for the young and old, do not miss."
Arrrrr!,"A fun boat ride featuring Captain Jack Sparrow. Yes, you CAN get wet! A fun drop and songs make this a great attraction for all ages."
Worth the long wait,"Waited 2 hours to go on this ride and it was worth it. The interior of the queuing area is very impressively decorated which makes you feel that you are truly in the Pirate World. The ride itself is a relaxing ride through a pirate landscape featuring caves, ships and a small seaside town. However for thrill seekers there is a small drop and you may get wet."
Family friendly classic,"Love this ride, and we’ll always do it multiple times when we are here. It’s nice and cool inside and has great music and theming."
Great family boat ride,"The attraction is a nice, leisurely boat ride through various pirate scenes using audio animatronics.
It has recently been updated to include Jack Sparrow from the POTC movies.
It lasts about 8 minutes. While a lot of the activities that pirates participate in are not family friendly, this ride is. This is one of my favorite Disney rides. I like the Disneyland version more, but this one is great too."
Good ride,"The ride is a good ride, but pretty uneventfully. Just a straightforward water cruise that is slightly entertaining."
Nice Details,"This is a boat ride though caverns and villages where pirates rule. Note that you may get a little bit wet, especially if you are seated by the side of the boat. There is one short drop near the start of the ride, but the rest is very smooth. As you pass by various scenarios, they are nicely detailed. My one wish would be that the boat could travel a little slower to make it easier to get a good look at everything."
Slow but good fun,It’s a nice steady boat ride with no real jerking or frights but the theming is excellent including the queuing area. Certainly worth doing more than once as you’ll see something different each time.
Good ride,It’s a gentle boat ride through some pirates behaving badly! Pleasant enough but nothing new. A chance to get out of the sun on a hot day. Personally would not “waste” a Fastpass on it.
Good to do if you like Pirates of the Caribbean,"This is a nice, gentle boat ride in most parts. There is one small drop which gets those sitting by the sides a little wet."
Very Cool Scenery,"This is a very nice ride to go on, especially at the end of the day. It’s cool to see the characters and other scenery from the Pirates movies. It’s a relaxing when to end a long day of walking through the park."
Yo ho - Yo ho It's a pirate's life for me!,Classic Disney ride!! Wonderful throwback updated with Johnny Depp as Jack Sparrow. Could do this over and over.
Classic ride with new twist,Pirates of Caribbean has been around for a long time. It has been upgraded when the pirates of Caribbean movies started coming out and is more updated in areas but still retained parts of old ride too definitely a must do when in magic kingdom. Line is usually not bad either!
Great,A Disney ride that is suitable for the whole family. Great graphics and lighting and a reasonably non violent ride. Very Jack Sparrow.
A Fun Ride,"Pirates of the Caribbean at Disney World is very similar to what one finds at Disneyland. A comfortable ride that should be pleasurable for most ages. Highly recommended, particularly with a fast pass."
Superb,A typically Disney family friendly ride. It's nice and cool inside and you'll only get splashed. Plus the addition of Johnny Depp modernises it.
"Fun, dark, water ride","Admittedly, pirates are not my thing, and it was a little offputting to see a comedic portrayal of pirates selling captured women as ""brides"" but it's still a fun/spooky water ride with mostly amusing animatronics. It's not too fast, so, unless the imagery is disturbing, it shouldn't scare little kids.
I found it amusing in a life imitates art imitates life kind of way that the animatronics now include Johnny Depp's Jack Sparrow."
Great Classic at MK!!,We only had the chance to ride Pirates once on our Disney vacation but we often wish we could've gotten at least one more ride in. Every in the family enjoyed it and would consider it a don't miss!
It loses a bit of its charm...,"when there are constant delays, breakdowns, and jams when you are standing in line and a 40 minute wait becomes 75 minutes or more. And, the shine of a pirate's sword dulls, when boats are so backed up, you sit in the same scene for more 10 minutes or more. Suddenly, your favorite ride can become quite boring, monotonous, and annoying. Disney really has to do a better job keeping this one moving. This is a top ride when running smoothly!"
Even better!!,I haven't been on this classic ride in over a decade so now that they added the new stuff it's even better!! Love
Classic Disney attraction,"Classic Disney attraction that is updated for political correctness. Still, it fun.
Do get a fastpass. No need to stand in the lines."
Also one of our favorites,"Always ride this one on trips to WDW. Fast pass works well and at times we have literally walked on depending on day and time of day. Nice place to cool once into the building. Yes, a bit dated but still high on our list. And, nice to be on ride when we have a first time guest along."
Great Ride!!,We had fast passes for this ride which was good as the queue was very long!! The ride was good fun with the boats easy to access and suitable for most ages!
nice ride and good fun,Pirates is one attraction we visit every time we visit WDW. I actually prefer the version in both California and Paris but this is till good. We had a fast pass and avoid the 60 minute wait. The boat is easy to get into and suitable for all ages. Now updated to very much reflect the film franchise which was actually based on this ride. And several times you see Jonny Depp as well. And it is good as well for getting out of the hot Florida heat for a time.
One of our favorites,"Pirates is one of our favorite rides at the Magic Kingdom. A true classic it brings out the kid in everyone. The attraction is usually busy, so a fast pass is helpful."
Fun Flume Ride,I really enjoyed this flume ride and the story it tells along the way. I am not sure if the characters are from an older Disney cartoon or not to be honest. Either way it was a really nice enjoyable ride and one of my favorites in the Magic Kingdom.
Great water ride,"Splash mountain is a fun ride. There is much to look at as you hollowed out log navigates a few drops and scenes at a nice easy pace. Even the last large drop is not really that large, but it does give you a thrill. This is not like some similar water rides where you get soaked, you will only get a little wet."
Fun Ride,"A fun ride that could get you wet. So if getting wet is an issue, stay away but it will be your loss. Lines can be lengthy so consider the FastPass as an option."
Great ride,"Fantastic water ride where you might get wet, you can fast pass this ride as the lines are normally long, right next to big thunder mountain"
Best ride at WDW,Such a great ride. Great music. Great concept. Just wonderfully done. Be ready to get soaked. Loads of fun for people of all ages.
Best log flume ever!,"The queues for this ride are always long but it's so worth the wait. Unless you're lucky enough to have a FastPass, which thankfully we did. There are a few dips and drops but then there's the final lift taking you up a steep climb for the final drop and suddenly you're at the top & the next minute you're flying down the massive drop to the bottom and you're soaking wet. And I loved every single minute. Expect to get soaked & expect to want to get straight back on it!"
A wet trip,This was a fun ride the line was extremely long we waited over 80 minutes the ride takes about 5 to 8 minutes to do but it was a good ride we came off this ride absolutely soaked my 2 kids loved it.
Scary but fun!,"I am such a ride wimp! This was the first time in Disney World for my mom and me, and I wanted to push our comfort levels just a little. Splash Mountain seemed manageable. Sure, there's the 52-foot drop at the end, but the rest was supposed to be pretty chill, just a few small drops. And I couldn't pass up the animatronics and music from Disney's Song of the South.
I'd watched YouTube ride perspective videos. I watched the flumes go down the drop as my FastPass time approached. My mom and I convinced ourselves that we could do it.
Oh, boy. This was definitely at the upper limit of my comfort level! After the first ""small"" drop, I knew I was in trouble. Despite my absolute terror, I still managed to enjoy the songs and the characters. It's a really beautiful ride, and so long! There were two more ""small"" drops after the first, quite close together, so I didn't really have time to ""recover"" in between. When we started going up that final lift to the big drop...ooh, I was scared! But I knew it would be over quickly. I tried to look happy for my on-ride photo - HA! I look absolutely terrified, but it's a funny freaking keepsake to have. Honestly, the drop was worse than any video portrayed it. But it was over so quickly! We got to the bottom to see the parade going by; it was actually the Beauty and the Beast float, my favourite movie. I was laughing at the bottom of the drop, my mom and I both shocked that we actually did it. I came off the ride shaking. I didn't ride it again that week - I think it was still to fresh! But I'll definitely ride it again when I'm back in Disney World."
Fun log flume,Another cute ride with the song of the south and brear rabbit you float along until the big drop at the end. Rain ponchos recommended if you don’t want to get soaked.
Wet!,Splash Mountain is one of the great fun rides and waiting times can be very long - use your Fast pass for this one. You will get wet - but that's the thrill of it all! If you have a digital camera bring along a plastic bag and put your camera away before the ride starts.
A great ride,"Lines are long, definitely a fast pass if you can. It's such a beautiful ride and a nice drop at end. Do the research as to where to sit to avoid most splash. Nice area to wait outside exit if not everyone goes on the ride."
Great Ride!!!,The ride was great. Great way to cool off. The ride was long but it gives you time to see all of the details. We rode this everyday we were at WDW.
Love it,"WDW technology and My Disney Experience app are so good. We had not managed to get on Splash Mountain due to wait times and no fast pass. About 9.45 I got a message from Disney saying ""make the most of your last few minutes in Magic Kingdom today, these rides are only a 5 minute wait"". We headed to Splash, got straight on and so enjoyed the c12 minute ride with amazing music, characters and the exciting water drop itself. And we didn't really get wet either.
Great ride"
Fun water ride.,This is a fun ride. I would use a fast pass for this ride. The wait can be long. I like that this is a warer ride but you won't get soaked.
First fast pass of the day,"When organising our holiday meals and fast passes we though we should make this the first point of call.
When we got in to Magic Kingdom it was quiet so we squeezed a couple of rides in before using the fast pass.
We were looking forward to the cooling splash, but didn’t want to be too soggy so changes shoes while in the queue. Sat at the back we needn’t have worried about the soaking. It was a nice bit of fun, but over quite quickly. Definitely one to do."
First fastpass of the Zippity doo dah day! Totally satisfactual!,"What I wrote last year holds up but I do have some other things to add.
We usually like to go around noon so that if we do get wet we can dry off in the sun, I say the sun because I think it is one of the rides they shut down in bad weather. For those of you who do not want to get super soaked, sit in the last row and on the left, This is hands down one of the best rides at MK or any of the parks. Lots of fun! It is one of the rides at MK that you must try to see it is worth it and honestly I would not go to MK unless everybody in my party was tall enough to go on Splash Mountain.
It is cute and fun has some drops, nothing major, some suspense and plenty of music and animatronics and it has surprises in it.
This year they gave out ziploc bags with Splash Mountain slogans and they were great for phones and passports. Thanks for that, and we kept them for souvenirs."
Very scary !!! I was trembling after the ride.,"I came to magic kingdom assuming that splash mountain will be a non scary ride for little kids but unfortunately it was a scary ride. First I didn’t know how to pull the safety bars because the bars where the same color as the log but a passenger told me how to hold the bars . Then came the fifty foot slope I was nervous and trembling with fear. The ride was very rough and scary. In summer it is a dangerous, scary, and stressful ride. I don’t recommend to go to this ride."
The wettest ride,"Review by Catherine, grade four: Though the line might be long and fast passes quicker, don't buy fast passes for this ride. Waiting in line was amazing we got to see Br'er Bear, Fox, Rabbit and Frog. We also made new friends. You can see the biggest drop from the line and watch the people.
If you ride in the front you will get soaked on the long drop. Bring or buy a towel. There is some splashing even on the small drops. As the ride moves along you see the Br'er Rabbit story which I loved."
Soaked ..,"We sat at the front of this ride and knew we'd get soaked...
The queue is always huge but they get you on the ride efficiently. There's a children's story tale in the lead up to a big drop, which churns your stomach."
Get wet! More than a coaster,I was pleasantly surprised by the calm parts of the ride where we floated by scenes with Brer Rabbit and his friends. There were some issues with the ride so the wait was TERRIBLE but we got through it. Disney does a great job of distraction while you’re waiting! In the end the drop wasn’t so bad and the wet was refreshing!
Sing along,You have a rabbit and a fox on this ride. You sing songs along with the ride and splash down into the water!
Will always be a favorite,"Even on a 50 degree night, it had to be done. This will always be one of my favorites. Also, I believe it's one of the longest rides on property. Don't worry about the getting wet part, you will get wet so don;t let it distract you from the rides enjoyment. Still is and always will be a must do."
Cool Off,This ride is great on a hot day you will get wet and have fun. This is one of the best rides at Magic Kingdom. Be sure to Fast Pass this ride as there is usually a long line. If a friend doesn't want to go on it then they don't know what they're missing.
"My, oh, my, what a wonderful ride!","One of my favorite attractions since I was a child. It usually has a long line (so use a FastPass if you can), but it's also a long ride. Great set design, fun songs, and of course the big drop into the briar patch. Wear a rain poncho if you don't want to get wet."
Do you like to get wet? I don't!,"My kiddos love this ride. And I love all the characters in it, and of course the Zippidee Doo Dah song. But I am NOT a fan of getting wet. You have about a 50/50 chance on this ride. You might get a little wet, a lot wet, or not at all. I always take a poncho! Even with a poncho this time, my seat got wet. Still a fun ride!! This is one of the 3 ""Mountain"" rides in the Magic Kingdom. Definitely fastpass it if you can! If you don't like drops, you can always hang on the bridge and watch people come down and scream! hahaha"
Best Magic Kingdom ride,Splash mountain is our favorite for a number of reasons. The ride itself is great but the theming is second to none. It is also one of the longest rides in WDW and entertains every second of the ride. Do not miss this at Magic Kingdom.
Best ride at WDW,"Splash Mountain is a fun ride for a wide range of people. The songs are great...fun animatronics, good story and the big drop at the end. This is the whole package and a true Magic Kingdom and Disney experience. You will get wet but take it with a grain of salt...we did not put on rain gear and got wet but it was only slightly uncomfortable even at night."
Fun ride that the kids enjoy.,This is one of the best ride's at Disney.You get a good view of the park as you go through the outside part of the ride and its air conditioned so you can cool off for a little bit on those hot Florida afternoons.The kid enjoyed it very much and wanted to ride it again.
A Disney attraction at it's absolute best!!!,"This attraction really shows off everything that Disney excels at. This is full of fun, thrills, excitement, but overall it tells a story! Small kids can easily ride this even though there is a big drop at the end. My 6 year old didn't mind the drop since the whole rest of the ride was so enjoyable and kid friendly.
Make sure that you Fast-pass this for the heat of the day. You will walk right on while every one else is waiting 2 hours in the sun!
This is a must-ride for every Disney trip."
Disney Magic at its best...so don’t fear the drop,"This (along with seven dwarves mine train) is the epitome of a Disney ride experience. The ride slowly draws you into the story with a marvelous mixture of sights and sounds...so much so that you feel like you have in essence become brer guest. The early outdoor section of the ride also offers one of the best views of the park and is especially nice at dusk or night.
The drop looks a little worse than it actually is , so don’t let a fear of heights keep you from missing out ...also know that after you make the drop you have something to look forward to...a true happy feel good Disney moment filled with song and animatronics after you renter the building.
A helpful hint: if you have an I hate to get wet person in your party or it’s going to be chilly when you visit, just drop by a dollar store and get a cheapie poncho for them to wear on the ride and then throw it away when you get off...we did it this time and it worked well for a cool December night."
Best ride in Magic Kingdom!!,"Amazing ride. - we love it! Try to ride with a fast pass or later near closing when lines get a lot shorter. The reason we love this ride is fun, excitement, theming, music and pace.
The ride is super fun. Parts of it are inside, parts outside, some slow and then there are multiple drops and all are a little different. Excitement is in the anticipation of the drops and the drops themselves. The final drop is classic and very fun. Also this ride has a wide range of ages it would appeal to. Our kids liked it around 5 or 6 after they were tall enough, and grandparents can ride too if they are up for it. The nice thing is everyone can see the final drop from outside the ride and decide for themselves.
Theming - world class. Amazing scenery, characters, water features and other details to see throughout the ride. We still see new stuff and we’ve been on dozens of times.
Music - fun and addictive. You will hum the fun music for hours afterwards!
Pace - great pacing. The ride is fairly long and there are slow and fast parts, many drops and different scenes.
A definite must see every time we go to the park."
Best log flume in Orlando,In my opinion this is one of the best themed rides in all of Disney. Really tells a story well and it lasts a long time which is all too uncommon. Great for all ages.
Fun!!,A must ride at disney world. Long and very entertaining. All ages will like this ride. Get a fast pass for this one!
"Love this ride, especially on a hot day!","This log ride takes you through the story of Br'er Rabbit and has several snippets from the story as well as the most popular songs. It is a perfect ride for a hot sunny day because you will feel refreshed from the water when you get off the ride. Because of this, it can get very busy during these times so you may want to use a FastPass or keep an eye on the wait times. The lines can move a little slowly because it is not the fastest loading ride. The majority of the ride is a little deceiving because it is quite gentle as you wind your way through the story, but then there's the final waterfall that is so much fun!! You will get wet on this ride, so be sure that any electronics are safely wrapped before embarking. I would also recommend sandals or a shoe that will dry quicklly for the same reason."
Great ride,Expect to get wet. My family loved this ride. Watch out for the waterfall it gets you wet too. A must do!
Cool water ride,"Did this ride several times love it again try to fast pass it as it's popular.
Love the way the ride leads you on a gentle run. You gradually follow the story of the rabbit thinking your on a gentle boat ride then boom it hits you with a big drop into water mega soaking great fun."
Fun ride!,loved splash mountain! If you are in the magic kingdom its a must! you do get wet so make sure to cover your phone and cameras!
Cool Splash in Disney,I’ve loved this ride since I was a kid. The only problem is the wait. I’d recommend Fastpass or going during a mealtime.
Take a ride with Brer Rabbit,"I'm not much of one for rides that get you wet, but hey it's Florida so can be nice to cool off once in a while. Great attention to detail, fun for the whole family. If you can use a fast pass here ride wait tends to get long."
You will get wet,"Try to organize your party so that the heaviest is in the front seat. That will almost guarantee a big splash. I was soaked from my head to my seat. But, my seven year old grandson LOVED this fun and wild ride. We came off dripping wet and singing the song. Night riding is much more spectacular. When the heaviest is in the back, me. The splash is not so overwhelming. It is also one of the longest WDW rides. You will need a fast pass to avoid longlines during the afternoon."
Oldy but a goody,Always love this ride and the big drop! Somehow I always end up more wet than the hubby but enjoy the cool off.
Best ride in Disney,"Worth the long lines. Definitely the most fun ride in Magic Kingdom if you’re a teenager or adult. A roller coaster on water , with a scary , but short drop into water. A few sprinkles along the way , but a big splash if you are sat in the front row. Good fun ."
"Love this ride, but would love to see it updated.","This has always been one of my favorite rides at Magic Kingdom, but the best things about it are the nice cool boat ride with its fake-you-out drops and the actual big drop. The outdated and racist theme of Song of the South is not really relevant to kids today, and most of them haven't even seen the movie. There are so many newer themes that it could be updated with and I hope that someday it happens."
My wife’s favourite,"Situated at Frontier Land, Splash Mountain is a good length log flume ride with a very long drop at the end featuring characters Brer Rabbit and friends.
Great on a hot day, you don’t really get that wet but it’s the luck of the draw.
Queues are normally 30 minutes plus so worth getting a Fastpass.
A great ride....."
Such a great ride!,Do not be afraid to ride this because you fear you will get too wet. Yes some people come walking off the ride soaking wet but you are in Florida walking around in the sun you will dry off. It is a great ride and a long ride. This is not one of those 2 minutes and you are already off the ride types. This ride is over 10 minutes long. It goes through a great story line and has multiple drops before you get to the big one. It is great seeing the Song of the South characters. Great catchy song that you will be humming all day after riding. Great time to ride is at night there is hardly any wait times.
Night Ride Is Best!,We hit this attraction at night while most were out watching fireworks. The darkness seems to enhance the smaller coasters and makes the fun more enjoyable. This coaster is great for all ages....you will get a little wet!
A firm family favourite,"We have been to Disney a couple of times and this is a brilliant ride, especially on a hot day. It is a log flume ride featuring characters and songs from the classic Disney film Song of the South. There are a couple of drops to include the big one at the end and you are likely to get a little wet, which is not a big issue when faced with the blistering August heat. We got fast passes for this one as it is popular. What is there not to love."
"Great Ride, especially on a hot day","Probably the best log ride in the world due to the Disney's magical theming.
Lines were very manageable on the day we visited, but usually this is a great use of a Fast Pass.
You'll probably get a little wet on the drops, but not soaked so it's perfect for a hot day."
Great log flume ride!,"This is a great.log found ride, with a couple of drops (including the big one!).
Inside there's some nice animatronics and some songs that stick in your head.
Don't forget to pose for the photo on the big drop!"
Rode 4 times in one day,My 4 year old step son loved the ride so much we fast pass and took in line four times. Brer Rabbit and the gang is a great concept. Two dips with the last one being the biggest. Super fun got slightly wet.
better than expected,This ride was great. quite long so it's worth the wait. definitely a must on a visit ti magic kingdom
A Must!,"Splash Mountain is a must. The story line is based on tales from Song of the South. It can be scary for the little ones, but some the same age can't get enough. You will get wet and why they need the waterfall when the boat start to back up on the return to the loading area is beyond me. It nails me every time. Wear a poncho is you don't like being wet. Fast Pass a must."
It’s still one of the best splash ride around,You can’t beat this ride for overall impact. Anticipation in the small dips get you ready for the big splash. Worth the time and waiting.
Great on a hot day,"Great ride on a hot day. If you don't want to get wet I would recommend that you sit at the beach to the left side, I rode it and only got a little damp."
One of the best MK rides,"This ride is in the top 5 of the Magic Kingdom rides. I guess it just depends on what you are in the mood for. Are you okay getting wet?
It always surprises me how long it is. There is a significant amount of ride and storyline before the big drop.
Based on the Disney movie Song of the South.
If it is a hot day and you have a fastpass you can’t pass it up."
Height restrictions,"We planned to go on as a family but only 3 made it as one of my twins were half a cm shorter than the other - be warned!! Anyway, my 4 year old and 7 year old loved it! It tells the story of brear rabbit, who they had never heard of so came out chatting about him! It's a happy, jolly , family ride and great for cooking off- head straight there on park opening to get no queue at all- the rest of the day, it's a massive queue so fast pass!"
Great fun,"Went on this ride for the first time in over 20 years and it's still just as enjoyable. Went on with my husband, daughter and grandchildren. On the day we visited there was a long queue but my daughter had managed to pre-book fast passes.
Once on the ride we had a great time. It's quite long with a couple of tiny drops until you get to the end. What a fun way to finish with the BIG DROP plus lots of screaming. We wimped out and wore ponchos - but lots of people didn't bother. If you sit in the first couple of rows YOU WILL GET WET.
This is a ride not to be missed."
Love it,"One of our favorite rides... its fun, is long, air conditioned and ends with a great drop. You really do not get very wet."
So cute,We are a family of 6 and our children barely made the height requirements. The theming throughout the ride was great. My kids were worried about the big drop but with the lap bar they didn’t even move and this ended up being one of their favorite rides. I would recommend riding this early on before the line gets crazy!
Prepare to get wet,We always do Splash Mountain when visiting WDW. We like to request the front and are usually able to get that by waiting to the side for a couple minutes or less. The front for us us the best and you will get wet.
"Cute ride, fun getting wet!","On a hot day, this is a great ride. You will likely get wet but not too wet. Very cute with the Brer Rabbit theme! Fast Pass works best or we would have faced a 75 minute"
First class,"The theme in this ride is nice and very well made! I just not about the ride itself, have a look around and pay attention to the details, I believe you will enjoy the ride even more."
Worth riding at least once,"Love this ride. However, sometimes we put rain coats on just before boarding as to not get very wet. We enjoy sitting in the front row. It has a great view right before the big drop."
Wet and fun,"Splash Mountain is in my opinion the crown jewel of ride attractions. It combines thrills, water, animatronics, music and story telling into what I think is the best ride at WDW. This attraction gets very busy so try to catch i5 first thing in the morning or fast pass it. You will get wet but not so much as to be drenched. In the Florida sun, you dry off pretty quick. This is one of those rides, you should not miss. Whether your a young child or a 50+ year old dad, this is great fun!"
Disney Imagineering at its Best!,"Splash Mountain is my favorite ride at WDW. The attention to detail and design is amazing on this ride. I enjoy the story the ride tells as you prepare yourself to plunge down the drop into the briar patch. Of course, there is always a chance you will get wet and I have found that I have left this ride either completely dry or completely soaked. Either way, it is still really enjoyable. I'd probably suggest riding this ride in the heat of the afternoon or early evening or as you are leaving the park. During those time periods you will probably be the hottest and the ride will come as a cool down. I always recommend fastpass for this ride, as well."
"Where to sit if you don't want to get wet, best ride of the day!","We always try to get a fast pass for Splash Mountain as the lines for it are crazy long. We usually like to go around noon so that if we do get wet we can dry off in the sun, I say the sun because I think it is one of the rides they shut down in bad weather. For those of you who do not want to get super soaked, sit in the last row and on the left it is a dryer ride than POTC. This is hands down one of the best rides at MK or any of the parks. Lots of fun! It is one of the rides at MK that you must try to see it is worth it and honestly I would not go to MK unless everybody in my party was tall enough to go."
Brilliant Log Flume,Brilliant log flume and for me the best ride in the park. Long ride with lots of short drops followed by the big one at the end. Queues can be big so time it carefully or fast pass it
Great ride to get a little wet(or a lot) and have some fun!,Nice ride where you may get drenched or just a little wet if you're lucky or unlucky! We loved it and we got drenched! Highky recommend it.
A must do at Magic Kingdom !,"One of the top attraction rides in Frontier Land of Magic Kingdom. It’s fun, great for kids and adults, and is a favorite to many. This is a must do ride ... and when I say that, that means it’s a must-have have fastpass+ ride. Take my word, lock those fastpass in while you can, because the line for this attraction is always one of the longest."
One of the longest rides in Disney,"The wait may be long, but this is a very long and fun ride. You will get wet but it is all in fun and this is one of Disney's best."
Must Do,"A favorite of many, Splash Mountain mixes a classic story, catchy tunes, and ride details to produce this popular attraction. Right next door to Big Thunder Mountain, this one will become one of your FastPasses."
Nice...,"We enjoyed Splash Mountain. As the attraction is very crowded we used our Fast Pass + to avoid queues...
Is one of the best attractions in the park so make sure you visit it. The ride is not violent at all!."
"Combination ""thrill-water-cooling-fantasy"" ride.","Oriented toward pleasing kids of all ages, you don't have gigantic ""thrill"" roller coasters and rides at the Magic Kingdom. Splash Mountain does offer one minor thrill: a 50-foot canoe plunge into a pool of water, which naturally is going to spray those inside the canoe and those spectators who position themselves to catch the spray. On a hot and humid day - as is often the case in Orlando, that is quite welcome. If you are willing to make the standby queue, which can be more than an hour, you will be rewarded with a canoe-type ride through the fantasy world of Uncle Remus and his tales of brother rabbit, bear, fox, etc. This ride is one of the best at the Magic Kingdom."
Down Time!,Great ride to take during a hot day as yes you will get wet! The only issue is that it does break down once and a while!
Amazing ride,"I’m a huge coward when it comes to rides but promised my wife I would do everything in Disney as it’s a once in a life time trip for us.
I loved this ride. We used our fast pass which meant we waited less than 5 mins whilst the standby queue was over an hour!
The big drop at the end is fun and the ride is smooth and easy not scary at all and honestly the tea cups are normally abit much for me.
Love the fact you get a picture on this ride too and the use of photo pass is simply awesome."
Big drop at the end,I was tricked onto this ride by my partner who said it was not too scary. The story of Braer rabbit is fun but the drop at the end is a bit high!
Kids loved it,"Got talked into going on this with the kids, it was all good except the drop in the dark, I should have known better. The kids went on it many times and loved it. My tip is to get her eeriest thing in the morning and go on multiple times before it gets busy with long queues."
Not for everyone...,"I have consistently seen long lines for Splash Mountain, and found it’s very difficult to get a FastPass for the ride. Late on a Saturday evening the line was down to 30 minutes so we decided to give it a shot. In short, I won’t be wasting my time on this one again. The ‘get wet’ opportunities might be good for a hot day, but I found the ride boring for the most part, though the scenes were detailed and creative. The big drop is intense but not nearly as death-defying as you’d think for the hype. If the line is short give it a chance, but it certainly isn’t in my top 10 rides at Disney."
Revamped and super wet fun!,This is a favorite of my family for many years and after its recent renovation is given more fun then we remember more drops more water and more opportunities to get truly saturated....our picture was a hot mess but we laughed about it the rest of our evening at the Magic Kingdom
Awesome Flume Ride,"You may get wet, and most likely will get wet. Based on classic Disney movie Song of the South. Large drop at the end at least 40/50 feet."
possibility in getting wet!,Splash mountain is known in getting people some times soaked because it is a ride based in water. You go onto a boat and watch the story bear rabbit. And at the end of the ride you go down a steep plunge into the water where it can potentially get you wet. I remember when my mom and I went on the ride we didn't get wet on account we had two very big people sitting both in front of us and behind us. And they shielded us from the waves caused by us plunging into the water.
Can you get wet? Yes! Will you? maybe!,"I love this ride! I love the Song of the South theme as you ride through it and all of the dips and turns. The last plunge is a lot of fun....just don't like all of the massive, unnecessary screaming!"
Yes you can get wet,We went on it in the cold. You do get a bit wet but not soaked. The ride is a mix of slow ride and then thrill drop but it is a must do if you are up for a bit of a wet adventure. See if you can pose for an awesome picture. must do ride
One of the classics,"Love this ride! You don’t get massively wet, and it’s probably the best themed ride in all of Disney. Quality animatronics, catchy music, and the ride seems to go on forever"
My 2 grandkids love it.,"Last Nov we had the 5 grandkids at Disney and the 3 year old at the time we were unsure if the drop at the end would spoil the fun of the ride. Well when she went down the 60 foot drop she had a smile from ear to ear and said can we go again. So we did.
That's all she talked about was her favorite ride splash mountain. We went again this Deceember and she is 4 and her little brother is almost 3 and again we worried about him getting afraid after the big drop but he loved it too. It's a great kids ride for sure but adults can enjoy it too. Several years ago 8 of us ride it 6 times in a row just to get the right look in the photo...lol"
Best ride at Magic Kingdom,After being talked into it I plucked up the courage to go on Splash Mountain with my folks. Be warned though this is not a ride for anyone who is afraid of heights or the water as there is a BIG drop at the end and you will get WET. Also tells the story of Bret Rabbit so it is fun all ages.
Conflicting ride,"Firstly, this is very fun with a big splash/drop at the end. We loved it.
The confusion for me, is that while waiting for the big drop, the ride is very child-like in its themes and music. This would be wonderful for young children, however they can not ride this due to the heigh restrictions.
So you get an adult/thrill ride ending, but have to sit through scenes/attractions targeted toward young children, of whom none can ride with you to see it.
Weird."
Really fun and really wet!,"This was a great ride that we went on several times during our stay. I never knew the story that it’s set to but that’s quite good too.
It’s good that you get quite wet as well - we needed the water to cool down!"
Expect to get wet,"It’s a log flume ride with several small drops before the really steep one that can be seen from outside. In between, the ride meanders around Brer Rabbit’s farm. Expect to get wet. Good ride. Definitely worth a Fastpass!"
Got very wet!,Splash Mountain in Magic Kingdom is great fun. There are two little drops before the final great splash which got me very wet indeed. Highly enjoyable.
"Very entertaining for little kids, get ready to get wet!","This ride is all about a rabbit and his friends going up the mountain full of water, and you will get wet on pretty much every drop, which there are about 5. And on the last drop, you are doomed if you are in the front, because you are about to get as soaked as you drop down the big hill of water."
"Fun Ride, Tight Fit","This is one of my all-time favorite rides!! However, if you are tall, your knees will be crammed. I’m 6’0 and my knees were crammed. Parts of the ride felt uncomfortable to me because of soreness in my knees. However, it’s definitely not going to deter me from riding this again. I can’t wait to go back to Disney to ride this again."
Fun but cramped,"This ride is a lot of fun. If you have long legs or are really tall it might be a bit uncomfortable, as the logs are a tight fit."
